,geneid,chr,left,right
437418,cg24938761,19,2042406,2042407
437422,cg24938956,19,4621603,4621604
437433,cg24939813,19,18803818,18803819
437434,cg24939819,1,27089945,27089946
437435,cg24939838,1,3154250,3154251
437436,cg24939845,1,110428996,110428997
437444,cg24940499,1,29381394,29381395
437447,cg24940583,1,35793526,35793527
437449,cg24940701,19,1037842,1037843
437450,cg24940706,19,1599682,1599683
437451,cg24940861,1,84814037,84814038
437453,cg24940885,1,47946559,47946560
437454,cg24940889,1,71702564,71702565
437461,cg24941292,1,12135632,12135633
437463,cg24941343,15,28705605,28705606
437465,cg24941387,19,53183753,53183754
437467,cg24941457,1,34193460,34193461
437469,cg24941513,1,218334020,218334021
437474,cg24941931,19,16468335,16468336
437481,cg24942458,19,38415553,38415554
437488,cg24943002,19,3913194,3913195
437489,cg24943066,21,25931013,25931014
437490,cg24943198,1,15128025,15128026
437491,cg24943329,1,27192423,27192424
437498,cg24943998,15,25726934,25726935
437514,cg24945462,21,45539413,45539414
437519,cg24945881,15,83289905,83289906
437523,cg24946133,1,59022253,59022254
437524,cg24946177,15,54895905,54895906
437528,cg24946408,19,54067532,54067533
437529,cg24946544,19,60369871,60369872
437533,cg24946736,19,7448181,7448182
437542,cg24947163,15,20638393,20638394
437547,cg24947324,19,4517677,4517678
437550,cg24947394,1,77997709,77997710
437551,cg24947451,1,145116475,145116476
437553,cg24947615,21,43388548,43388549
437592,cg24950067,21,42280010,42280011
437595,cg24950222,19,48661726,48661727
437605,cg24950894,15,99385417,99385418
437609,cg24951114,15,40628814,40628815
437620,cg24951800,15,97923730,97923731
437634,cg24952328,19,19244704,19244705
437652,cg24953506,1,12002476,12002477
437654,cg24953596,1,3505054,3505055
437655,cg24953633,1,199373725,199373726
437658,cg24953703,15,39024267,39024268
437659,cg24953922,1,19054006,19054007
437660,cg24954121,1,54847928,54847929
437668,cg24954648,15,75007646,75007647
437677,cg24954977,15,83345386,83345387
437679,cg24955114,1,46485574,46485575
437681,cg24955196,1,153249245,153249246
437682,cg24955204,1,84099355,84099356
437684,cg24955406,1,100276184,100276185
437689,cg24955743,1,2444565,2444566
437693,cg24955895,1,25298510,25298511
437702,cg24956533,15,34960930,34960931
437709,cg24957518,15,29142654,29142655
437715,cg24957704,15,69361051,69361052
437716,cg24957950,19,44308176,44308177
437724,cg24958765,19,45975507,45975508
437730,cg24959428,1,89602539,89602540
437748,cg24961286,15,65148827,65148828
437782,cg24964061,15,33051717,33051718
437789,cg24964368,19,56956225,56956226
437821,cg24966762,1,199147333,199147334
437834,cg24968283,21,43126680,43126681
437836,cg24968336,19,43502052,43502053
437844,cg24968931,1,3048911,3048912
437847,cg24969036,21,10121756,10121757
437857,cg24969685,21,36351420,36351421
437887,cg24972056,21,42119405,42119406
437896,cg24973205,21,41569491,41569492
437923,cg24974599,1,194887051,194887052
437924,cg24974611,1,176205848,176205849
437945,cg24975821,15,91428562,91428563
437955,cg24976262,15,98498776,98498777
437962,cg24977306,21,42425053,42425054
437965,cg24977462,15,62915165,62915166
437981,cg24979093,21,38499334,38499335
438032,cg24981424,15,62698216,62698217
438037,cg24982179,21,42113628,42113629
438077,cg24984818,19,7506102,7506103
438078,cg24984834,21,25877764,25877765
438080,cg24985060,15,23471313,23471314
438090,cg24985672,15,65387285,65387286
438115,cg24987706,1,165327412,165327413
438120,cg24988159,15,33378806,33378807
438157,cg24990808,15,97252156,97252157
438165,cg24991732,1,25467073,25467074
438166,cg24991780,15,42864264,42864265
438168,cg24991933,15,22869419,22869420
438183,cg24993443,15,22674642,22674643
438190,cg24993781,15,62904500,62904501
438207,cg24994755,21,43702907,43702908
438212,cg24995240,1,84743712,84743713
438217,cg24995652,15,88446971,88446972
438225,cg24995976,1,155148882,155148883
438226,cg24996120,15,22788128,22788129
438227,cg24996154,15,23911970,23911971
438230,cg24996200,15,82973317,82973318
438231,cg24996263,1,31070031,31070032
438232,cg24996270,21,45118237,45118238
438233,cg24996278,1,233393715,233393716
438235,cg24996282,15,72479875,72479876
438248,cg24996866,1,46789567,46789568
438249,cg24996883,1,224888480,224888481
438254,cg24997006,21,44033566,44033567
438257,cg24997202,1,226420214,226420215
438258,cg24997231,1,207594158,207594159
438265,cg24997585,15,24342303,24342304
438272,cg24997886,1,860896,860897
438273,cg24997888,1,177309370,177309371
438280,cg24998078,1,237616223,237616224
438284,cg24998145,1,148817385,148817386
438288,cg24998527,1,42384194,42384195
438300,cg24999255,1,92724184,92724185
438301,cg24999308,15,71712598,71712599
438302,cg24999518,1,116182602,116182603
438307,cg24999862,15,99370401,99370402
438310,cg24999973,1,7233719,7233720
438323,cg25000592,15,73383542,73383543
438332,cg25001102,1,219135558,219135559
438334,cg25001161,1,8406925,8406926
438335,cg25001190,1,61441423,61441424
438339,cg25001764,15,66267703,66267704
438344,cg25001930,1,146268413,146268414
438346,cg25002056,15,98350859,98350860
438352,cg25002191,15,41084437,41084438
438353,cg25002294,1,226625944,226625945
438356,cg25002350,15,92572566,92572567
438359,cg25002551,1,23234351,23234352
438366,cg25003147,1,9110270,9110271
438369,cg25003343,1,29381351,29381352
438370,cg25003357,1,231280653,231280654
438373,cg25003534,1,6766901,6766902
438374,cg25003565,1,148474058,148474059
438379,cg25003907,15,63129297,63129298
438381,cg25003924,15,50649046,50649047
438387,cg25004270,1,1540727,1540728
438389,cg25004385,1,145563702,145563703
438395,cg25004581,1,224099639,224099640
438399,cg25004833,1,150275617,150275618
438403,cg25004981,15,98902551,98902552
438408,cg25005345,1,33588273,33588274
438409,cg25005356,1,176515725,176515726
438410,cg25005357,15,55213923,55213924
438412,cg25005374,1,25004950,25004951
438415,cg25005515,1,30964131,30964132
438418,cg25005739,1,65298383,65298384
438433,cg25006786,1,204012137,204012138
438444,cg25007414,15,61037334,61037335
438451,cg25007680,1,7944408,7944409
438453,cg25007705,1,21461386,21461387
438454,cg25007722,1,245869656,245869657
438457,cg25007939,1,6684244,6684245
438464,cg25008393,1,159353975,159353976
438468,cg25008504,1,243740225,243740226
438472,cg25008614,15,42743484,42743485
438473,cg25008704,1,112810387,112810388
438474,cg25008795,1,2982274,2982275
438478,cg25009002,1,119515770,119515771
438480,cg25009141,1,17624201,17624202
438481,cg25009258,1,20353335,20353336
438483,cg25009366,15,87651321,87651322
438495,cg25010041,15,70263734,70263735
438509,cg25010752,1,116262385,116262386
438512,cg25010788,1,31427040,31427041
438515,cg25010870,1,154862569,154862570
438518,cg25010998,19,41322981,41322982
438519,cg25011003,1,22342928,22342929
438526,cg25011368,1,55089874,55089875
438532,cg25011596,15,81445852,81445853
438548,cg25012577,1,152867306,152867307
438554,cg25012864,1,101474650,101474651
438555,cg25012898,1,154518811,154518812
438566,cg25013138,1,77541258,77541259
438567,cg25013184,1,10410540,10410541
438569,cg25013303,1,10883844,10883845
438572,cg25013451,1,81416319,81416320
438579,cg25013852,1,63831529,63831530
438586,cg25014224,1,29347451,29347452
438605,cg25015504,1,28071483,28071484
438610,cg25015674,1,39097694,39097695
438612,cg25015735,1,92625217,92625218
438616,cg25015912,1,47548388,47548389
438617,cg25016070,15,70311710,70311711
438620,cg25016190,1,87881426,87881427
438621,cg25016308,1,35018279,35018280
438627,cg25016865,19,15808925,15808926
438633,cg25017250,19,50137533,50137534
438634,cg25017304,1,155281742,155281743
438638,cg25017403,15,29303696,29303697
438640,cg25017620,1,245869425,245869426
438642,cg25017777,1,9221404,9221405
438646,cg25017976,1,153213684,153213685
438649,cg25018049,1,199739449,199739450
438652,cg25018209,1,1499225,1499226
438654,cg25018357,1,26363576,26363577
438659,cg25018655,1,229415972,229415973
438662,cg25018801,1,47963618,47963619
438668,cg25019343,1,46712453,46712454
438675,cg25019567,1,207413234,207413235
438676,cg25019631,1,15723564,15723565
438690,cg25020232,15,66077342,66077343
438692,cg25020286,1,18829534,18829535
438695,cg25020373,1,65204954,65204955
438696,cg25020459,21,46226572,46226573
438707,cg25020850,1,180908809,180908810
438715,cg25021135,1,211139908,211139909
438716,cg25021182,1,15675181,15675182
438722,cg25021456,1,64746788,64746789
438726,cg25021590,1,182041365,182041366
438730,cg25021695,1,226571384,226571385
438732,cg25021884,15,84485067,84485068
438733,cg25021893,21,46680568,46680569
438745,cg25022560,1,204048862,204048863
438749,cg25022709,1,233736222,233736223
438755,cg25023057,1,201194098,201194099
438759,cg25023165,1,227341684,227341685
438762,cg25023241,1,26433119,26433120
438764,cg25023257,1,201412846,201412847
438770,cg25023328,15,58788999,58789000
438773,cg25023600,15,88880816,88880817
438774,cg25023666,21,40506891,40506892
438778,cg25023752,1,63606013,63606014
438779,cg25023761,1,117015503,117015504
438781,cg25023829,21,43809919,43809920
438782,cg25023908,1,149712750,149712751
438791,cg25024214,1,156162220,156162221
438792,cg25024311,15,39313738,39313739
438808,cg25025145,15,39478023,39478024
438809,cg25025181,1,244445133,244445134
438811,cg25025247,1,34404705,34404706
438812,cg25025297,1,15353142,15353143
438819,cg25025866,19,7504787,7504788
438823,cg25025992,15,76344639,76344640
438832,cg25026456,1,28171549,28171550
438835,cg25026529,1,90955639,90955640
438840,cg25026754,15,63213181,63213182
438843,cg25026898,1,95164960,95164961
438851,cg25027091,1,27120740,27120741
438854,cg25027273,15,99538437,99538438
438856,cg25027501,1,110084746,110084747
438860,cg25027603,21,30642900,30642901
438873,cg25028162,19,56842045,56842046
438875,cg25028206,1,111484476,111484477
438876,cg25028293,1,6450848,6450849
438878,cg25028404,1,156163024,156163025
438889,cg25029022,1,183392711,183392712
438890,cg25029035,1,205735626,205735627
438892,cg25029264,15,79213402,79213403
438900,cg25029579,1,29113550,29113551
438902,cg25029657,1,6277595,6277596
438906,cg25029986,1,45823096,45823097
438909,cg25030049,1,55942096,55942097
438910,cg25030262,15,22643162,22643163
438915,cg25030515,1,117086325,117086326
438917,cg25030644,1,225572533,225572534
438922,cg25030888,1,66929497,66929498
438924,cg25031061,1,36582082,36582083
438925,cg25031205,1,1678836,1678837
438926,cg25031380,1,39929706,39929707
438927,cg25031460,1,201726586,201726587
438929,cg25031670,1,38737059,38737060
438930,cg25031777,1,162795125,162795126
438937,cg25032124,1,110748003,110748004
438945,cg25032603,21,34476681,34476682
438958,cg25033138,1,9893376,9893377
438960,cg25033144,19,59740102,59740103
438963,cg25033360,1,36659030,36659031
438966,cg25033393,1,88700756,88700757
438971,cg25033759,1,2473594,2473595
438974,cg25033972,21,42061240,42061241
438980,cg25034274,15,79069285,79069286
438994,cg25034947,1,166415004,166415005
439002,cg25035392,15,63375188,63375189
439004,cg25035489,1,5959137,5959138
439005,cg25035631,1,35358945,35358946
439007,cg25035908,1,115014424,115014425
439008,cg25035939,1,243740910,243740911
439013,cg25036197,15,70663562,70663563
439022,cg25036710,1,147494794,147494795
439027,cg25037000,1,2921417,2921418
439035,cg25037394,1,24025179,24025180
439042,cg25037677,1,2426907,2426908
439048,cg25038283,15,50607852,50607853
439084,cg25041148,19,63530232,63530233
439138,cg25045013,15,83323149,83323150
439146,cg25045562,15,70451109,70451110
439155,cg25045893,15,81568055,81568056
439163,cg25046584,21,31853887,31853888
439166,cg25046772,15,73314277,73314278
439170,cg25046953,15,71398667,71398668
439178,cg25047378,1,44185169,44185170
439180,cg25047469,15,87999530,87999531
439184,cg25048202,15,64780466,64780467
439188,cg25048564,21,32166623,32166624
439199,cg25049597,15,72906071,72906072
439202,cg25049844,21,45757802,45757803
439217,cg25050841,19,41119014,41119015
439219,cg25050951,15,27902439,27902440
439243,cg25052274,1,3310999,3311000
439244,cg25052312,15,94696187,94696188
439249,cg25052777,15,49163317,49163318
439285,cg25054736,15,50365219,50365220
439292,cg25054890,15,18405989,18405990
439306,cg25056510,15,30517037,30517038
439328,cg25058957,19,3722683,3722684
439334,cg25059434,15,91418837,91418838
439341,cg25059751,15,26039336,26039337
439342,cg25059792,19,10091212,10091213
439346,cg25060020,19,45623980,45623981
439351,cg25060388,1,2086582,2086583
439358,cg25060890,1,211290787,211290788
439362,cg25061061,1,92714021,92714022
439365,cg25061289,15,21484713,21484714
439369,cg25061451,1,172093611,172093612
439371,cg25061682,1,169674413,169674414
439376,cg25061772,1,87567113,87567114
439378,cg25061864,1,245531300,245531301
439381,cg25062137,19,10450864,10450865
439382,cg25062184,1,165355182,165355183
439388,cg25062542,1,116717988,116717989
439394,cg25063058,15,50647822,50647823
439395,cg25063151,1,1280417,1280418
439399,cg25063425,15,54925544,54925545
439405,cg25063733,1,43769273,43769274
439411,cg25064274,1,116314196,116314197
439415,cg25064458,1,63859121,63859122
439417,cg25064552,1,152205483,152205484
439422,cg25065191,1,181717393,181717394
439423,cg25065205,1,231152909,231152910
439425,cg25065518,1,5462722,5462723
439432,cg25066040,1,926092,926093
439438,cg25066645,1,24161281,24161282
439439,cg25066665,1,148602131,148602132
439447,cg25067242,1,115682782,115682783
439449,cg25067373,1,105120485,105120486
439450,cg25067547,19,48697733,48697734
439459,cg25067940,19,7604583,7604584
439483,cg25070075,15,24635086,24635087
439530,cg25073614,21,43664796,43664797
439550,cg25074458,19,9807388,9807389
439586,cg25076881,1,157676460,157676461
439596,cg25077654,21,39477265,39477266
439598,cg25077752,19,2850864,2850865
439609,cg25078427,21,44169004,44169005
439615,cg25078908,15,28221953,28221954
439665,cg25082710,1,151146732,151146733
439707,cg25085950,21,26030701,26030702
439810,cg25094149,1,32026493,32026494
439815,cg25094735,19,55539836,55539837
439831,cg25095697,1,147196694,147196695
439836,cg25095934,1,121173584,121173585
439842,cg25096142,1,171838804,171838805
439845,cg25096264,1,112661840,112661841
439847,cg25096313,1,885004,885005
439855,cg25096740,1,20013415,20013416
439860,cg25097074,1,6431541,6431542
439861,cg25097189,1,166327447,166327448
439881,cg25098401,1,150925031,150925032
439882,cg25098478,1,27337125,27337126
439887,cg25098660,15,60240332,60240333
439889,cg25098793,1,55105139,55105140
439896,cg25099154,15,89004375,89004376
439900,cg25099516,1,48061400,48061401
439904,cg25100011,1,32919312,32919313
439905,cg25100296,1,158655998,158655999
439907,cg25100475,1,225817593,225817594
439910,cg25100722,1,168520029,168520030
439911,cg25100848,1,27193524,27193525
439921,cg25101291,1,1093098,1093099
439926,cg25101405,1,1387891,1387892
439940,cg25102349,1,198906882,198906883
439942,cg25102375,1,23818881,23818882
439943,cg25102417,1,115434216,115434217
439944,cg25102449,19,18622273,18622274
439946,cg25102653,1,48428980,48428981
439948,cg25102735,1,11673666,11673667
439950,cg25102759,1,54149145,54149146
439956,cg25103043,19,59077145,59077146
439962,cg25103275,1,110826598,110826599
439964,cg25103337,1,9216170,9216171
439969,cg25103766,1,120639968,120639969
439970,cg25103772,1,174780328,174780329
439976,cg25104105,1,14797785,14797786
439977,cg25104107,1,150998214,150998215
439980,cg25104133,1,176768211,176768212
439981,cg25104186,1,33871554,33871555
439989,cg25104457,1,26074453,26074454
439996,cg25104613,1,20521695,20521696
440000,cg25104671,1,88921966,88921967
440002,cg25104727,1,175268416,175268417
440012,cg25105561,1,91088906,91088907
440018,cg25105688,1,78224715,78224716
440019,cg25105745,1,109942798,109942799
440025,cg25105990,1,28794099,28794100
440027,cg25106100,1,1220782,1220783
440052,cg25107417,1,110120545,110120546
440055,cg25107608,1,152422299,152422300
440057,cg25107717,1,94084956,94084957
440058,cg25107788,1,28161440,28161441
440060,cg25107893,1,901464,901465
440061,cg25107972,1,244849789,244849790
440066,cg25108325,1,64442060,64442061
440074,cg25108841,1,20832507,20832508
440079,cg25109026,1,32777558,32777559
440082,cg25109252,1,36008125,36008126
440086,cg25109508,1,115799550,115799551
440095,cg25110106,1,109969506,109969507
440096,cg25110126,1,46771798,46771799
440097,cg25110234,21,46568676,46568677
440122,cg25112191,1,150070884,150070885
440125,cg25112284,1,31018598,31018599
440169,cg25114630,15,99610045,99610046
440171,cg25114752,15,22866476,22866477
440180,cg25115460,1,3596970,3596971
440185,cg25115941,21,44406925,44406926
440188,cg25116125,15,43714378,43714379
440205,cg25117048,15,41825713,41825714
440234,cg25118879,15,69881834,69881835
440236,cg25119073,19,23661991,23661992
440241,cg25119415,1,157066559,157066560
440260,cg25120797,15,94707441,94707442
440275,cg25121621,15,43714072,43714073
440296,cg25122941,15,40287634,40287635
