,geneid,chr,left,right,symbol,synonyms
17960,ILMN_2150196,19,18362955,18369415,LRRC25,MAPA; FLJ38116
17965,ILMN_2150586,19,35555168,35740805,ZNF536,KIAA0390
17966,ILMN_2150654,19,13767274,13804044,ZSWIM4,
17970,ILMN_2150802,15,80551139,80551188,FLJ22795,
17979,ILMN_2151241,1,2511941,2554289,MMEL1,NEPII; MGC119456; NL1; MMEL2; NL2; MGC119454; MGC119455; SEP
17980,ILMN_2151277,1,209984952,210070737,LPGAT1,FAM34A; FAM34A1
17985,ILMN_2151441,15,81445975,81450795,FAM103A1,HsT19360; C15orf18; MGC2560; MGC102778
17989,ILMN_2151579,21,39636117,39643443,HMGN1,FLJ31471; MGC104230; MGC117425; FLJ27265; HMG14
17991,ILMN_2151698,15,57286334,57287997,LDHAL6B,LDHAL6; LDHL
17997,ILMN_2152178,15,28983399,29022600,MTMR15,DKFZp451H236; DKFZp686K16147; KIAA1018
17999,ILMN_2152387,1,62692987,62926557,DOCK7,KIAA1771; ZIR2
18008,ILMN_2153029,19,54217940,54219444,CGB,hCGB; CGB3
18010,ILMN_2153280,1,19417172,19450633,KIAA0090,RP1-43E13.1
18024,ILMN_2154157,15,76672452,76700377,CHRNA3,MGC104879
18025,ILMN_2154186,1,12830280,12830329,HNRPCL1,RP5-845O24.4
18033,ILMN_2154671,19,40830995,40841523,COX6B1,COXG; COX6B
18034,ILMN_2154836,21,17887844,17907086,BTG3,TOB55; MGC8928; ANA; TOFA; TOB5
18037,ILMN_2155025,19,23713837,23733533,ZNF681,FLJ31526
18040,ILMN_2155272,15,62894884,62904920,PIF1,C15orf20; PIF
18056,ILMN_2156936,1,244954001,244998060,SCCPDH,CGI-49; RP11-439E19.2; FLJ43187
18057,ILMN_2156953,15,78139076,78217767,ZFAND6,ZA20D3; AWP1; ZFAND5B
18065,ILMN_2157240,15,54508299,54544627,MNS1,FLJ11222
18076,ILMN_2157951,1,179208801,179258669,STX6,
18078,ILMN_2158003,19,18228909,18246235,KIAA1683,MGC131731
18079,ILMN_2158164,19,20995337,21033493,ZNF430,MGC133232; DKFZp762K012; FLJ13659
18096,ILMN_2159453,19,7608010,7618758,STXBP2,pp10122; UNC18B; MUNC18-2; UNC18-2; Hunc18b
18097,ILMN_2159471,1,90231810,90231859,LOC492303,
18099,ILMN_2159859,15,98085133,98091149,LYSMD4,MGC99501; FLJ33008
18106,ILMN_2160577,19,4243237,4253428,TMIGD2,MGC23244
18111,ILMN_2160819,1,152229862,152231245,RPS27,MPS-1; MPS1
18114,ILMN_2161007,1,149358958,149359007,MGC29891,RP11-68I18.1
18115,ILMN_2161015,19,63758892,63762155,UBE2MP1,
18124,ILMN_2161746,19,6690707,6702526,TRIP10,CIP4; HSTP; STP; STOT
18136,ILMN_2162465,19,1505854,1505903,RKHD1,TINO; OK/SW-cl.4; MEX3; KIAA2031; RNF193
18151,ILMN_2163790,19,54238875,54240378,CGB5,MGC119822; HCG
18152,ILMN_2163796,1,76024474,76033688,RABGGTB,GGTB
18153,ILMN_2163819,1,199205143,199259451,KIF21B,FLJ16314
18159,ILMN_2164081,1,201126853,201164387,KLHL12,DKIR; C3IP1; FLJ27152
18164,ILMN_2164290,19,53466466,53482675,ZNF114,MGC17986; MGC149700
18170,ILMN_2165463,19,19226557,19245178,HAPLN4,BRAL2; KIAA1926
18173,ILMN_2165993,1,159112956,159121673,ITLN1,hIntL; HL1; INTL; omentin; HL-1; ITLN; LFR; FLJ20022
18181,ILMN_2166543,1,65503182,65654140,DNAJC6,KIAA0473; MGC129914; DJC6; MGC129915; MGC48436
18188,ILMN_2167123,1,246524541,246525503,OR2T12,OR1-57
18189,ILMN_2167223,19,16450878,16600015,CALR3,FLJ25355; MGC26577; CRT2
18191,ILMN_2167416,1,179269762,179292310,MR1,HLALS
18195,ILMN_2167758,15,63275398,63290864,CILP,HsT18872
18198,ILMN_2167858,15,43036192,43058711,C15orf43,MGC33951
18206,ILMN_2168276,15,38330442,38330491,FLJ38596,
18208,ILMN_2168347,19,11349475,11356019,EPOR,MGC138358
18209,ILMN_2168421,15,95127680,95129848,SPATA8,MGC44294; MGC102678
18214,ILMN_2168758,1,51474533,51511705,RNF11,SID1669; CGI-123; MGC51169
18219,ILMN_2169025,19,55701067,55706231,JOSD2,FLJ29018; SBBI54
18223,ILMN_2169383,1,120138164,120155726,REG4,GISP; RELP; REG-IV
18245,ILMN_2170930,15,41679053,41698290,STRC,DFNB16; MGC156147
18249,ILMN_2171183,21,32562403,32573247,C21orf45,B28; C21orf46; FASP1
18250,ILMN_2171289,21,14779420,14877968,SAMSN1,NASH1; HACS1
18254,ILMN_2171471,19,14922007,14951505,SLC1A6,MGC33092; EAAT4; MGC43671
18258,ILMN_2171649,19,54226942,54228307,CGB2,
18268,ILMN_2172497,1,99547455,99547504,LPPR4,KIAA0455; PRG1; PHP1; PRG-1; RP4-788L13.1
18272,ILMN_2172600,19,42033103,42062306,ZNF345,HZF10
18277,ILMN_2173004,15,61268781,61347028,RAB8B,FLJ38125
18278,ILMN_2173291,1,47037257,47057605,CYP4B1,P-450HP
18280,ILMN_2173451,19,39547909,39583076,GPI,NLK; GNPI; AMF; PHI; PGI; SA-36
18286,ILMN_2173797,21,44925919,44926506,KRTAP12-1,KAP12.1; KRTAP12.1
18288,ILMN_2173891,19,38155018,38159786,C19orf40,FLJ46828; FAAP24; MGC32020
18289,ILMN_2173909,19,19682282,19704921,ZNF14,GIOT-4; KOX6
18290,ILMN_2173919,15,69905423,70197476,MYO9A,MGC71859; FLJ13244; FLJ11061
18297,ILMN_2174215,1,68284233,68289902,DIRAS3,NOEY2; ARHI
18301,ILMN_2174380,1,231586317,231586366,KIAA1804,RP5-862P8.2; MLK4; dJ862P8.3
18304,ILMN_2174481,15,54444936,54525363,TEX9,MGC40181
18308,ILMN_2174711,21,42004909,42004958,C21orf129,FLJ32835; PRED76
18314,ILMN_2175075,1,29346952,29380948,SFRS4,SRP75
18321,ILMN_2175317,1,47261827,47289009,CYP4X1,MGC40051
18323,ILMN_2175455,19,46286208,46293939,CYP2A13,CPAD; CYP2A
18324,ILMN_2175465,15,53260905,53260954,C15orf15,L30; HRP-L30-iso; RPL24; RLP24; RPL24L
18326,ILMN_2175562,21,26028752,26066642,GABPA,NRF2A; NFT2; E4TF1-60; E4TF1A; NRF2
18329,ILMN_2175712,19,5845686,5855025,NDUFA11,B14.7
18330,ILMN_2175727,19,62745020,62763019,ZNF550,MGC41917
18331,ILMN_2175737,19,20368585,20368634,FLJ44894,
18332,ILMN_2175831,15,63081904,63109018,MTFMT,FMT1
18333,ILMN_2175894,1,23509620,23509669,HNRPR,hnRNP-R; FLJ25714; HNRNPR
18334,ILMN_2175912,21,45130296,45173181,ITGB2,MAC-1; LFA-1; MF17; LCAMB; MFI7; LAD; CD18
18336,ILMN_2176063,1,148020912,148030695,FCGR1A,IGFR1; CD64A; FCRI; CD64
18340,ILMN_2176467,19,60552888,60557994,COX6B2,COXVIB2; MGC119094
18346,ILMN_2176882,19,11859670,11886130,ZNF69,MGC59928; Cos5
18352,ILMN_2177460,15,32935042,33049248,AQR,KIAA0560
18355,ILMN_2177823,1,15316691,15316740,FLJ43806,RP1-21O18.1; MGC126686
18357,ILMN_2177928,1,158317984,158325836,KCNJ9,KIR3.3; GIRK3
18359,ILMN_2177970,1,22200736,22224238,ELA3A,ELA3
18363,ILMN_2178201,19,21779594,21826670,ZNF43,STK15; AURKA; HTF6; ZNF39L1; BTAK; DKFZp686L1854; KOX27; AURORA2; ARK1
18365,ILMN_2178492,19,15849834,15869885,CYP4F2,CPF2
18368,ILMN_2178771,19,47040926,47048238,DMRTC2,
18369,ILMN_2178775,19,42367509,42393293,ZNF585B,FLJ14928; SZFP41
18376,ILMN_2179229,15,53624184,53668342,PYGO1,DKFZp547G0910
18390,ILMN_2180239,21,36458703,36588442,DOPEY2,C21orf5
18391,ILMN_2180315,19,10515593,10525093,ATG4D,APG4D; APG4-D; AUTL4
18411,ILMN_2181432,19,11117170,11127458,SPC24,SPBC24; FLJ90806
18413,ILMN_2181469,19,57899284,57924947,ZNF611,MGC5384
18415,ILMN_2181670,1,208178161,208404259,SYT14,MGC163195; sytXIV; FLJ34198
18419,ILMN_2182101,19,540893,568157,HCN2,BCNG-2; HAC-1; BCNG2
18452,ILMN_2184064,15,96304947,96318062,ARRDC4,FLJ36045
18466,ILMN_2184884,15,80363867,80363916,DKFZp666G057,
18470,ILMN_2185264,19,41820322,41820371,GIOT-1,ZNF461; MGC33911
18477,ILMN_2185845,19,60487139,60515713,BRSK1,KIAA1811; FLJ43009
18485,ILMN_2186127,19,61643020,61680555,ZNF667,DKFZp686O111; MIPU1; FLJ14011
18488,ILMN_2186319,1,115392155,115433638,TSPAN2,TSN2; FLJ12082; RP4-666F24.2; TSPAN-2; 6330415F13Rik
18503,ILMN_2187071,1,24556076,24614174,C1orf201,FLJ33340
18514,ILMN_2188141,19,48260203,48278665,PSG2,PSG1; PSBG2; PSGGB; CEA
18518,ILMN_2188264,1,85819041,85821974,CYR61,IGFBP10; CCN1; GIG1
18521,ILMN_2188384,19,15765859,15766806,OR10H5,OR19-26; OR19-25
18526,ILMN_2188862,19,18357968,18360986,GDF15,GDF-15; NAG-1; PTGFB; PDF; MIC1; PLAB; MIC-1
18535,ILMN_2189371,1,107484152,107827603,NTNG1,Lmnt1; KIAA0976
18536,ILMN_2189406,15,88244836,88257163,C15orf38,MGC61550
18537,ILMN_2189424,1,1327164,1332524,MRPL20,MGC4779; L20mt; MGC74465
18550,ILMN_2190414,19,57807432,57833456,ZNF83,MGC33853; FLJ90585; HPF1; FLJ11015; ZNF816B; FLJ14876
18556,ILMN_2190842,19,60053710,60070474,KIR3DL2,NKAT4; CD158K; MGC125321; NKAT4B; NKAT4A; CL-5
18560,ILMN_2191167,15,43561974,43602294,SLC30A4,ZNT4
18561,ILMN_2191192,19,46122010,46148403,CYP2B7P1,CYP2B7; CYP2B; CYP2B7P
18563,ILMN_2191402,21,37045066,37284373,HLCS,HCS
18568,ILMN_2191720,19,61711024,61732082,ZNF471,MGC150657; KIAA1396; MGC150658; ERP1; Z1971
18571,ILMN_2191822,1,95220867,95311095,ALG14,MGC19780
18575,ILMN_2191967,1,151278825,151281031,SPRR2D,
18579,ILMN_2192281,19,53403325,53444737,CARD8,NDPP1; CARDINAL; TUCAN; KIAA0955; MGC57162; DKFZp779L0366; DACAR
18581,ILMN_2192351,15,20986537,20999858,GOLGA8E,
18584,ILMN_2192620,19,13932948,13932997,LOC90379,MGC99481
18590,ILMN_2193214,19,4294556,4311060,MPND,FLJ14981
18591,ILMN_2193325,1,1557421,1559893,MMP23B,MIFR-1; MIFR; MMP22
18593,ILMN_2193498,1,183353837,183392661,C1orf25,MST070; bG120K12.3; MSTP070; MGC25112; MGC57134
18598,ILMN_2193717,1,28791299,28793673,RAB42,MGC45806; RP4-669K10.6
18601,ILMN_2193817,19,7699847,7703057,CLEC4G,LSECtin; LP2698; UNQ431
18603,ILMN_2193892,1,167958406,167969831,SELE,LECAM2; ESEL; ELAM; CD62E; ELAM1
18609,ILMN_2194148,1,246351857,246352807,OR2M1P,JCG10; OST037; OR2M1
18616,ILMN_2194577,19,17323264,17349159,PLVAP,FELS; PV1; PV-1; gp68
18619,ILMN_2194649,1,165092377,165112103,TADA1L,RP1-9E21.4; KIAA0764; STAF42
18628,ILMN_2195138,1,850393,869824,SAMD11,MGC45873
18631,ILMN_2195397,19,40939938,41019682,C19orf55,DKFZp434C2231; MGC131952; FLJ30657
18637,ILMN_2195721,21,31049019,31049617,KRTAP21-1,KAP21.1
18642,ILMN_2196078,1,158721446,158759676,SLAMF6,NTB-A; SF2000; NTBA; MGC104953; KALIb; Ly108; KALI
18644,ILMN_2196232,1,43520149,43523837,C1orf210,MGC52423
18653,ILMN_2196642,1,48771114,50262172,AGBL4,FLJ14442
18655,ILMN_2196984,15,39388762,39412111,OIP5,LINT-25; 5730547N13Rik
18663,ILMN_2197365,1,191044794,191048026,RGS2,G0S8
18665,ILMN_2197519,19,11569327,11590974,ZNF627,FLJ90365
18669,ILMN_2197946,15,49760842,49800514,SCG3,FLJ90833; SGIII
18671,ILMN_2198376,15,76619802,76628615,PSMA4,MGC12467; MGC24813; MGC111191; HC9; HsT17706
18680,ILMN_2198823,1,9217450,9253983,H6PD,MGC87643; GDH; DKFZp686A01246; G6PDH
18691,ILMN_2199362,15,61676649,61681671,FBXL22,Fbl22; MGC75496; FLJ39626
18695,ILMN_2199516,19,57992474,58016697,ZNF28,DKFZp781D0275; KOX24
18696,ILMN_2199554,1,147557964,147558013,LOC388692,
18697,ILMN_2199574,15,81221751,81221877,SCARNA15,ACA45
18710,ILMN_2200738,1,58954,59871,OR4F5,
18711,ILMN_2200836,1,16213114,16218551,HSPB7,DKFZp779D0968; cvHSP; FLJ32733
18720,ILMN_2201580,1,110012194,110053694,GSTM2,GST4; GSTM; GSTM2-2; GTHMUS; MGC117303
18722,ILMN_2201668,1,167699771,167721865,SLC19A2,TRMA; THTR1; TC1; THT1
18730,ILMN_2202320,21,39607760,39607775,C21orf87,
18734,ILMN_2202747,1,15666522,15666571,ELA2A,ELA1; PE-1
18743,ILMN_2203271,19,57020858,57020907,FPRL2,FMLPY; RMLP-R-I; FPRH2; FPRH1; FML2_HUMAN
18754,ILMN_2203858,1,157587507,157677224,OR10J1,MGC138495; MGC138497; HSHGMP07J; HGMP07J
18761,ILMN_2204280,1,172683835,172685306,GPR52,MGC111751
18764,ILMN_2204526,1,45045210,45045259,LOC343521,
18767,ILMN_2204664,1,146470284,146492485,NBPF14,RP3-328E19.1; DJ328E19.C1.1; NBPF; FLJ35032
18776,ILMN_2205245,1,27078488,27078537,ATPBD1B,FLJ10349
18782,ILMN_2205785,1,109160055,109201239,C1orf62,RP11-475E11.3; MGC26989
18791,ILMN_2206224,15,19869940,19870881,OR4M2,OR15-3
18800,ILMN_2206592,1,13293763,13300778,PRAMEF9,
18802,ILMN_2206716,1,152213369,152217075,JTB,B PAR; PAR; HJTB; hJT; HSPC222
18804,ILMN_2206732,21,44802101,44803071,KRTAP10-3,KAP10.3; KAP18.3; KRTAP18.3; KRTAP18-3; KAP18-3; KRTAP10.3
18812,ILMN_2207363,19,47152681,47155320,RABAC1,PRAF1; PRA1; YIP3
18813,ILMN_2207393,19,59333261,59351239,CNOT3,NOT3H; KIAA0691; LENG2; NOT3
18815,ILMN_2207533,15,80608216,80611920,RPS17,MGC72007; RPS17L1; RPS17L2
18818,ILMN_2207816,15,47700563,47723151,DTWD1,MGC111207; MDS009
18827,ILMN_2208777,1,116180528,116188061,NHLH2,NSCL2; HEN2
18831,ILMN_2208903,1,26516998,26519600,CD52,CDW52
18839,ILMN_2209238,1,203804785,203837960,MFSD4,DKFZp761N1114; UNQ3064; FLJ34577; FLJ25004
18841,ILMN_2209299,19,14661870,14692772,ZNF333,KIAA1806
18842,ILMN_2209417,19,40732936,40746400,ATP4A,ATP6A
18844,ILMN_2209551,19,56362397,56368508,SIGLECP3,SIGLECP2; HSPC078
18848,ILMN_2210101,1,76157148,76170688,ASB17,Asb-17
18856,ILMN_2210601,1,180809395,180825001,RNASEL,DKFZp781D08126; MGC133329; RNS4; PRCA1; MGC104972
18864,ILMN_2211018,1,151332235,151345284,SPRR2E,
18867,ILMN_2211235,19,48602497,48614585,TEX101,GTPR867; SGRG; PRO1884; MGC4766; NYD-SP8
18869,ILMN_2211483,1,165224975,165258071,MAEL,RP11-102C16.1; FLJ14904
18874,ILMN_2211672,1,229731022,229768890,TSNAX,TRAX
18875,ILMN_2211724,21,39043113,39043162,C21orf24,
18879,ILMN_2211790,15,76838601,76890828,ADAMTS7,DKFZp434H204; ADAM-TS7
18886,ILMN_2212714,1,32311109,32341049,TMEM39B,FLJ10315; RP11-277A4.3
18887,ILMN_2212763,19,10305455,10311344,ICAM3,ICAM-R; CD50; CDW50
18888,ILMN_2212823,19,57066367,57083009,ZNF577,MGC4400
18904,ILMN_2214232,1,157298665,157313180,AIM2,PYHIN4
18913,ILMN_2214734,1,99946847,100003937,FRRS1,SDR2; SDFR2
18919,ILMN_2215025,1,148937160,148959976,HORMAD1,RP11-363I22.1; DKFZP434A1315; NOHMA
18932,ILMN_2215656,1,53465154,53476795,MAGOH,
18935,ILMN_2215881,15,28662420,28680210,FAM7A2,B'-T; D-X; MGC104367; GAP (1-8); FAM7B1
18936,ILMN_2215965,19,46189044,46216141,CYP2B6,P450; IIB1; CYP2B; CYPIIB6; CPB6
18946,ILMN_2217212,19,12497536,12523327,ZNF564,MGC26914
18950,ILMN_2217601,1,149221178,149234731,ANXA9,ANX31
18957,ILMN_2218002,15,56490060,56648365,LIPC,LIPH; HL; HTGL
18961,ILMN_2218248,1,115198978,115339511,SYCP1,MGC104417; HOM-TES-14; SCP1
18963,ILMN_2218401,19,12289306,12305534,ZNF563,FLJ34797
18966,ILMN_2218648,1,153374444,153377951,RAG1AP1,SCP; RP11-540D14.5; slv
18972,ILMN_2219134,19,1389363,1391492,RPS15,RIG; MGC111130
18978,ILMN_2219512,1,5845457,5975118,NPHP4,KIAA0673; SLSN4
18990,ILMN_2220518,1,110745394,110752083,HBXIP,MGC71071; XIP
18994,ILMN_2220845,21,18563561,18697844,PRSS7,ENTK; MGC133046
18995,ILMN_2220978,1,27110566,27113047,NR0B2,SHP; SHP1
19006,ILMN_2221768,1,12861623,12927847,PRAMEF4,RP5-845O24.6
19013,ILMN_2222317,1,78243224,78255581,DNAJB4,DjB4; DNAJW; HLJ1
19015,ILMN_2222567,1,68713527,68735353,DEPDC1,SDP35; FLJ20354; DEP.8
19017,ILMN_2222695,19,11770391,11780306,ZNF491,MGC126639; MGC126641; FLJ34791
19022,ILMN_2222880,19,19035808,19084697,SLC25A42,MGC26694
19023,ILMN_2222930,1,171736227,171838856,SLC9A11,RP3-436N22.2; MGC43026
19035,ILMN_2223618,19,56077166,56090336,KLKP1,YKLK1; PsiKLK1; KLK31P
19036,ILMN_2223663,1,67404757,67498236,IL23R,
19038,ILMN_2223772,19,60216885,60241444,GP6,GPVI; GPIV; MGC138168
19049,ILMN_2224171,21,32167499,32298248,HUNK,
19061,ILMN_2224955,1,166812480,166817939,XCL1,SCM-1; SCM-1a; SCM1; LTN; LPTN; SCYC1; ATAC
19064,ILMN_2225104,19,42593902,42650179,ZNF569,ZNF; FLJ32053; ZAP1
19069,ILMN_2225348,19,62456615,62465471,ZNF805,DKFZp686P08106
19082,ILMN_2225974,1,94125178,94147600,GCLM,GLCLR
19084,ILMN_2226183,1,156014989,156056515,FCRL1,IRTA5; RP11-367J7.7; DKFZp667O1421; IFGP1; FCRH1
19086,ILMN_2226271,19,17788324,17793320,INSL3,MGC119819; MGC119818; RLNL; RLF
19099,ILMN_2227011,15,76246865,76313913,ACSBG1,BG1; KIAA0631; BGM; FLJ30320; hBG1; GR-LACS; MGC14352; hsBG
19103,ILMN_2227248,1,158187911,158190668,SLAMF9,CD84-H1; PRO4421; MGC88194; SF2001; CD2F-10
19109,ILMN_2227495,19,62730505,62743936,ZNF549,FLJ34917
19119,ILMN_2228132,19,15998829,15998878,LOC126536,DKFZp686O2439
19120,ILMN_2228155,1,246718513,246719460,OR2T5,OR1-62
19126,ILMN_2228710,19,37763944,37770162,PDCD5,MGC9294; TFAR19
19139,ILMN_2229261,19,55164742,55170881,SIGLECP16,Siglec-P16
19149,ILMN_2229969,1,234447084,234511908,ERO1LB,
19154,ILMN_2230178,19,12936973,12946567,DAND5,GREM3; CRL2; CER2; CKTSF1B3; MGC126849; DANTE; SP1; COCO
19155,ILMN_2230374,1,31234006,31234055,PRO0611,
19160,ILMN_2230624,19,53810403,53814245,RPL18,
19165,ILMN_2230892,21,33560542,33591390,IL10RB,IL-10R2; CRF2-4; CRFB4; CDW210B; D21S58; D21S66
19170,ILMN_2231189,1,100276377,100321515,HIAT1,DKFZP564L0864
19175,ILMN_2231569,1,1374932,1394342,ATAD3C,FLJ34599; FLJ37183
19178,ILMN_2231906,15,67009919,67026202,SPESP1,SP-ESP; MGC24663
19181,ILMN_2231928,21,41655820,41702740,MX2,MXB
19182,ILMN_2231985,21,14665430,14665479,STCH,
19183,ILMN_2232036,1,63809326,63809375,KIAA1799,DKFZp666D225; RP4-534K7.1
19199,ILMN_2232936,1,46541957,46555032,UQCRH,MGC111572
19201,ILMN_2233050,1,20311065,20318595,PLA2G2D,SPLASH; sPLA2S
19204,ILMN_2233229,1,150587838,150599106,FLG2,
19205,ILMN_2233256,19,42879116,42902531,ZNF607,MGC13071; FLJ14802
19206,ILMN_2233279,19,4858744,4858793,C19orf31,FLJ40719
19213,ILMN_2233604,19,11477745,11500952,ECSIT,SITPEC
19218,ILMN_2234229,1,107400824,107403439,PRMT6,FLJ10559; HRMT1L6
19219,ILMN_2234310,1,1253978,1254027,MGC10334,
19220,ILMN_2234343,1,145585794,145608988,ACP6,PACPL1; ACPL1; LPAP
19221,ILMN_2234412,15,68127597,68177310,TLE3,ESG3; FLJ39460; ESG; KIAA1547; HsT18976; GRG3
19224,ILMN_2234605,1,945366,981355,AGRN,FLJ45064
19226,ILMN_2234758,15,38115535,38118657,SRP14,ALURBP; MGC14326
19229,ILMN_2234956,1,65658906,65875410,LEPR,OBR; CD295
19230,ILMN_2234970,19,2683525,2691074,SLC39A3,ZIP3
19239,ILMN_2235975,19,40337467,40352625,FXYD5,dysad; HSPC113; RIC; IWU1; KCT1; OIT2; PRO6241; IWU-1
19240,ILMN_2236625,1,7825730,7836159,UTS2,PRO1068; UCN2; U-II; UII
19243,ILMN_2236800,21,33837220,33871682,SON,FLJ21099; SON3; KIAA1019; BASS1; NREBP; C21orf50; DBP-5; FLJ33914
19258,ILMN_2240003,1,177335085,177465155,ABL2,ABLL; ARG
19274,ILMN_2242013,1,12875314,12880681,PRAMEF10,MGC138415; MGC138413; RP5-845O24.7
19291,ILMN_2244087,21,33785282,33785331,C21orf55,C21orf78
19293,ILMN_2244484,1,89174044,89231224,CCBL2,MGC9398; DKFZp547N1117; RBM1; RP4-531M19.2; RP11-82K18.3; RBMXL1; DKFZp667D0223; KAT3
19296,ILMN_2244653,1,100590611,100758420,CDC14A,Cdc14A1; Cdc14A2; hCDC14; cdc14
19298,ILMN_2244841,1,19070513,19101659,ALDH4A1,P5CDh; P5CD; ALDH4; P5CDhL; P5CDhS
19300,ILMN_2245087,1,17173584,17179760,MFAP2,MAGP-1; MAGP; MAGP1
19303,ILMN_2245241,1,213862859,214663361,USH2A,dJ1111A8.1; US2; USH2
19308,ILMN_2246131,1,154878357,154895939,BCAN,BEHAB; MGC13038; CSPG7
19309,ILMN_2246134,1,143562784,143787552,PDE4DIP,MMGL; DKFZp781J054; CMYA2; MGC75440
19313,ILMN_2246328,1,114157963,114215857,PTPN22,Lyp1; Lyp2; LYP; PEP; PTPN8
19323,ILMN_2247229,15,58576755,59308709,RORA,NR1F1; MGC119326; ROR2; RZRA; ROR1; MGC119329; ROR3
19324,ILMN_2247296,19,48992235,48998439,LYPD5,PRO4356; FLJ30469
19326,ILMN_2247594,15,67532213,67534938,RPLP1,P1; FLJ27448; RPP1; MGC5215
19327,ILMN_2247664,21,33837220,33871682,SON,NREBP; C21orf50; FLJ21099; DBP-5; FLJ33914; SON3; KIAA1019; BASS1
19328,ILMN_2247703,1,92187516,92252571,BRDT,BRD6
19331,ILMN_2248192,15,72074067,72127204,PML,PP8675; RNF71; MYL; TRIM19
19340,ILMN_2249288,1,166414795,166437976,TIPRL,RP1-69E11.1; MGC3794; dJ69E11.3
19345,ILMN_2249677,19,40431399,40450705,LSR,MGC48312; LISCH7; MGC48503; MGC10659
19349,ILMN_2250853,1,43628140,43690891,C1orf84,FLJ34502; RP11-506B15.1
19356,ILMN_2251225,1,67051162,67163158,WDR78,FLJ23129; RP11-342H21.1
19359,ILMN_2251452,1,26728836,26774108,RPS6KA1,HU-1; MAPKAPK1A; RSK; S6K-alpha 1; RSK1
19361,ILMN_2251664,1,19511327,19528380,PQLC2,RP4-657E11.5; FLJ26665; FLJ20320; FLJ26661; FLJ23906
19368,ILMN_2252178,15,73983255,74013999,FBXO22,MGC31799; FBX22; FLJ13986
19376,ILMN_2252621,1,6246920,6376413,ACOT7,hBACH; LACH1; RP1-120G22.10; MGC1126; LACH; BACH; ACH1; ACT; CTE-II
19377,ILMN_2252701,1,44234742,44269721,SLC6A9,GLYT1; DKFZp547A1118
19379,ILMN_2252813,1,227795481,227828417,TAF5L,PAF65B
19382,ILMN_2253246,21,33785810,33785859,C21orf55,C21orf78
19383,ILMN_2253272,1,170768112,170847594,C1orf9,CH1
19384,ILMN_2253286,1,1971769,2106692,PRKCZ,PKC2
19403,ILMN_2255811,1,209566580,209614905,TRAF5,MGC:39780; RNF84
19411,ILMN_2257223,1,200382764,200397332,PTPN7,BPTP-4; LC-PTP; LPTP; HEPTP; PTPNI
19412,ILMN_2257432,15,38774651,38811648,RAD51,HsT16930; BRCC5; HRAD51; RECA; HsRad51; RAD51A
19413,ILMN_2257587,1,206116942,206151306,CD34,
19421,ILMN_2258268,1,191332223,191341867,GLRX2,GRX2; bA101E13.1
19423,ILMN_2258383,19,54149929,54156864,BAX,Bax zeta
19426,ILMN_2258543,1,13899322,14024162,PRDM2,RIZ1; MTB-ZF; HUMHOXY1; RIZ2; RIZ
19432,ILMN_2259119,21,46879955,46909291,PRMT2,HRMT1L1; MGC111373
19434,ILMN_2259319,19,991116,1016424,ABCA7,ABCX; ABCA-SSN; FLJ40025
19443,ILMN_2260500,1,35671679,35795591,KIAA0319L,PP791; RP4-765A10.3; KIAA1837; PKD1-like
19444,ILMN_2260715,19,56020357,56026591,KLK15,HSRNASPH; ACO
19447,ILMN_2260926,15,63525051,63597088,DPP8,FLJ20283; MSTP141; MGC26191; FLJ14920; DPRP1; DP8
19451,ILMN_2261379,1,204582820,204704406,SRGAP2,KIAA0456; srGAP3; FNBP2
19452,ILMN_2261519,21,44530191,44542530,AIRE,PGA1; APECED; AIRE1; APSI; APS1
19453,ILMN_2261600,1,120728503,120737446,FCGR1B,CD64; IGFRB
19462,ILMN_2262362,21,42492868,42590423,ABCG1,WHITE1; ABC8; MGC34313
19472,ILMN_2263333,1,163636975,163681054,RXRG,RXRC; NR2B3
19477,ILMN_2264205,1,32777359,32844129,ZBTB8,FLJ90065; MGC17919; BOZF1
19484,ILMN_2265082,1,24163881,24179408,FUSIP1,SRp38; SFRS13; SRrp40; TASR; NSSR; FUSIP2; TASR2; TASR1
19486,ILMN_2265623,19,51492143,51538530,HIF3A,IPAS; HIF-3A; MOP7; HIF-3A4; PASD7
19490,ILMN_2265995,1,21639217,21684085,NBPF3,RP11-293F5.5; DKFZp434D177; AE2
19491,ILMN_2266214,1,234748188,234779619,LGALS8,Gal-8; PCTA-1; Po66-CBP; PCTA1
19493,ILMN_2266228,1,12212700,12494686,VPS13D,FLJ23066
19494,ILMN_2266309,1,111483772,111529247,CEPT1,MGC45223; DKFZp313G0615
19496,ILMN_2266595,19,59510165,59516221,LILRA5,LILRB7; CD85; LIR9; ILT11; CD85F
19502,ILMN_2267383,21,29890235,29924938,C21orf41,
19504,ILMN_2267797,1,47305634,47356577,CYP4Z1,CYP4A20
19506,ILMN_2268026,15,63658173,63690522,C15orf44,DKFZP564O1664
19522,ILMN_2269977,1,180617462,180627964,GLUL,GLNS; GS; PIG43
19524,ILMN_2270053,1,159232609,159275358,F11R,JAM; JAM-A; PAM-1; JAM1; JAM-1; JAMA; JCAM; KAT; CD321
19534,ILMN_2271336,19,8389421,8389470,March 2,HSPC240; RNF172; MARCH-II
19539,ILMN_2271884,15,28440735,28473156,CHRFAM7A,CHRNA7; MGC120483; CHRNA7-DR1; MGC120482; D-10
